idnaicsLookup	naicsCode	naicsName		#REF!	#REF!
844	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
845	323117	Books Printing		#REF!	#REF!
846	322230	Stationery Product Mfg.		#REF!	#REF!
847	322230	Stationery Product Mfg.		#REF!	#REF!
848	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
849	322299	All Other Converted Paper Product Mfg.		#REF!	#REF!
850	322299	All Other Converted Paper Product Mfg.		#REF!	#REF!
851	326150	Urethane and Other Foam Product (Except Polystyrene) Mfg.		#REF!	#REF!
852	326150	Urethane and Other Foam Product (Except Polystyrene) Mfg.		#REF!	#REF!
853	326150	Urethane and Other Foam Product (Except Polystyrene) Mfg.		#REF!	#REF!
854	322220	Paper Bag and Coated and Treated Paper Mfg.		#REF!	#REF!
855	326111	Plastics Bag and Pouch Mfg.		#REF!	#REF!
856	322220	Paper Bag and Coated and Treated Paper Mfg.		#REF!	#REF!
857	326111	Plastics Bag and Pouch Mfg.		#REF!	#REF!
858	322230	Stationery Product Mfg.		#REF!	#REF!
859	322219	Other Paperboard Container Mfg.		#REF!	#REF!
860	325998	All Other Misc. Chemical Product and Preparation Mfg.		#REF!	#REF!
861	322219	Other Paperboard Container Mfg.		#REF!	#REF!
862	322299	All Other Converted Paper Product Mfg.		#REF!	#REF!
863	322291	Sanitary Paper Product Mfg.		#REF!	#REF!
864	322220	Paper Bag and Coated and Treated Paper Mfg.		#REF!	#REF!
865	511199	All Other Publishers		#REF!	#REF!
866	511199	All Other Publishers		#REF!	#REF!
867	511199	All Other Publishers		#REF!	#REF!
868	324122	Asphalt Shingle and Coating Materials Mfg.		#REF!	#REF!
869	323117	Books Printing		#REF!	#REF!
870	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
871	511140	Directory and Mailing List Publishers		#REF!	#REF!
872	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
873	323120	Support Activities for Printing		#REF!	#REF!
874	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
875	511191	Greeting Card Publishers		#REF!	#REF!
876	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
877	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
878	512230	Music Publishers		#REF!	#REF!
879	323111	Commercial Gravure Printing		#REF!	#REF!
880	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
881	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
882	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
883	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
884	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
885	511199	All Other Publishers		#REF!	#REF!
886	339950	Sign Mfg.		#REF!	#REF!
887	339950	Sign Mfg.		#REF!	#REF!
888	339950	Sign Mfg.		#REF!	#REF!
889	339950	Sign Mfg.		#REF!	#REF!
890	511110	Newspaper Publishers		#REF!	#REF!
891	511110	Newspaper Publishers		#REF!	#REF!
892	323120	Support Activities for Printing		#REF!	#REF!
893	323120	Support Activities for Printing		#REF!	#REF!
894	323111	Commercial Printing (Except Screen and Books)		#REF!	#REF!
895	332812	"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers"		#REF!	#REF!
896	332812	"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers"		#REF!	#REF!
897	512191	Teleproduction and Other Postproduction Services		#REF!	#REF!
898	334614	"Prerecorded Compact Disc (Except Software), Tape, and Record Producing"		#REF!	#REF!
899	512120	Motion Picture and Video Distribution		#REF!	#REF!
900	512220	Integrated Record Production/Distribution		#REF!	#REF!
901	512120	Motion Picture and Video Distribution		#REF!	#REF!
902	512199	Other Motion Picture and Video Industries		#REF!	#REF!
903	512240	Sound Recording Studios		#REF!	#REF!
904	541922	Commercial Photography		#REF!	#REF!
905	812921	Photofinishing Laboratories (Except One-Hour)		#REF!	#REF!
906	812922	One-Hour Photofinishing		#REF!	#REF!
907	541921	"Photography Studios, Portrait"		#REF!	#REF!
908	316210	Footwear Mfg.		#REF!	#REF!
909	325991	Custom Compounding of Purchased Resins		#REF!	#REF!
910	326220	Rubber and Plastics Hoses and Belting Mfg.		#REF!	#REF!
911	326299	All Other Rubber Product Mfg.		#REF!	#REF!
912	326299	All Other Rubber Product Mfg.		#REF!	#REF!
913	326291	Rubber Product Mfg. for Mechanical Use		#REF!	#REF!
914	326299	All Other Rubber Product Mfg.		#REF!	#REF!
915	326211	Tire Mfg. (Except Retreading)		#REF!	#REF!
916	326211	Tire Mfg. (Except Retreading)		#REF!	#REF!
917	326211	Tire Mfg. (Except Retreading)		#REF!	#REF!
918	334310	Audio and Video Equipment Mfg.		#REF!	#REF!
919	334613	Blank Magnetic and Optical Recording Media Mfg.		#REF!	#REF!
920	334614	"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"		#REF!	#REF!
921	512210	Record Production		#REF!	#REF!
922	334614	"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"		#REF!	#REF!
923	512290	Other Sound Recording Industries		#REF!	#REF!
924	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
925	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
926	339940	Office Supplies (Except Paper) Mfg.		#REF!	#REF!
927	325510	Paint and Coating Mfg.		#REF!	#REF!
928	325510	Paint and Coating Mfg.		#REF!	#REF!
929	326199	All Other Plastics Product Mfg.		#REF!	#REF!
930	326199	All Other Plastics Product Mfg.		#REF!	#REF!
931	326199	All Other Plastics Product Mfg.		#REF!	#REF!
932	326199	All Other Plastics Product Mfg.		#REF!	#REF!
933	325220	Artificial and Synthetic Fibers and Filaments Mfg.		#REF!	#REF!
934	326122	Plastics Pipe and Pipe Fitting Mfg.		#REF!	#REF!
935	326122	Plastics Pipe and Pipe Fitting Mfg.		#REF!	#REF!
936	326112	Plastics Packaging Film and Sheet (Including Laminated) Mfg.		#REF!	#REF!
937	325211	Plastics Material and Resin Mfg.		#REF!	#REF!
938	326113	Unlaminated Plastics Film and Sheet (Except Packaging) Mfg.		#REF!	#REF!
939	326121	Unlaminated Plastics Profile Shape Mfg.		#REF!	#REF!
940	335929	Other Communication and Energy Wire Mfg.		#REF!	#REF!
941	335929	Other Communication and Energy Wire Mfg.		#REF!	#REF!
942	326160	Plastics Bottle Mfg.		#REF!	#REF!
943	326160	Plastics Bottle Mfg.		#REF!	#REF!
944	339993	"Fastener, Button, Needle, and Pin Mfg."		#REF!	#REF!
945	339930	"Doll, Toy, and Game Mfg."		#REF!	#REF!
946	326199	All Other Plastics Product Mfg.		#REF!	#REF!
947	326140	Polystyrene Foam Product Mfg.		#REF!	#REF!
948	326199	All Other Plastics Product Mfg.		#REF!	#REF!
949	326199	All Other Plastics Product Mfg.		#REF!	#REF!
950	326130	"Laminated Plastics Plate, Sheet (Except Packaging), and Shape Mfg."		#REF!	#REF!
951	326140	Polystyrene Foam Product Mfg.		#REF!	#REF!
952	326130	"Laminated Plastics Plate, Sheet (Except Packaging), and Shape Mfg."		#REF!	#REF!
953	326199	All Other Plastics Product Mfg.		#REF!	#REF!
954	326140	Polystyrene Foam Product Mfg.		#REF!	#REF!
955	326191	Plastics Plumbing Fixture Mfg.		#REF!	#REF!
956	339999	All Other Misc. Mfg.		#REF!	#REF!
957	313320	Fabric Coating Mills		#REF!	#REF!
958	313320	Fabric Coating Mills		#REF!	#REF!
959	316110	Leather and Hide Tanning and Finishing		#REF!	#REF!
960	326199	All Other Plastics Product Mfg.		#REF!	#REF!
961	326199	All Other Plastics Product Mfg.		#REF!	#REF!
962	313320	Fabric Coating Mills		#REF!	#REF!
963	541620	Environmental Consulting Services		#REF!	#REF!
964	541380	Testing Laboratories		#REF!	#REF!
965	541620	Environmental Consulting Services		#REF!	#REF!
966	541711	Research and Development in Biotechnology		#REF!	#REF!
967	541712	"Research and Development in the Physical, Engineering, and Life Sciences (Except Biotechnology)"		#REF!	#REF!
968	325612	Polish and Other Sanitation Good Mfg.		#REF!	#REF!
969	339999	All Other Misc. Mfg.		#REF!	#REF!
970	325612	Polish and Other Sanitation Good Mfg.		#REF!	#REF!
971	324191	Petroleum Lubricating Oil and Grease Mfg.		#REF!	#REF!
972	325910	Printing Ink Mfg.		#REF!	#REF!
973	325910	Printing Ink Mfg.		#REF!	#REF!
974	325520	Adhesive Mfg.		#REF!	#REF!
975	325612	Polish and Other Sanitation Good Mfg.		#REF!	#REF!
976	325612	Polish and Other Sanitation Good Mfg.		#REF!	#REF!
977	325612	Polish and Other Sanitation Good Mfg.		#REF!	#REF!
978	325520	Adhesive Mfg.		#REF!	#REF!
979	325130	Synthetic Dye and Pigment Mfg.		#REF!	#REF!
980	325510	Paint and Coating Mfg.		#REF!	#REF!
981	325510	Paint and Coating Mfg.		#REF!	#REF!
982	325199	All Other Basic Organic Chemical Mfg.		#REF!	#REF!
983	311942	Spice and Extract Mfg.		#REF!	#REF!
984	325180	Other Basic Inorganic Chemical Mfg.		#REF!	#REF!
985	325312	Phosphatic Fertilizer Mfg.		#REF!	#REF!
986	325311	Nitrogenous Fertilizer Mfg.		#REF!	#REF!
987	325314	Fertilizer (Mixing Only) Mfg.		#REF!	#REF!
988	325620	Toilet Preparation Mfg.		#REF!	#REF!
989	325412	Pharmaceutical Preparation Mfg.		#REF!	#REF!
990	325120	Industrial Gas Mfg.		#REF!	#REF!
991	325120	Industrial Gas Mfg.		#REF!	#REF!
992	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
993	325120	Industrial Gas Mfg.		#REF!	#REF!
994	325120	Industrial Gas Mfg.		#REF!	#REF!
995	325520	Adhesive Mfg.		#REF!	#REF!
996	311613	Rendering and Meat Byproduct Processing		#REF!	#REF!
997	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
998	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
999	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
1000	311225	Fats and Oils Refining and Blending		#REF!	#REF!
1001	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
1002	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
1003	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
1004	339116	Dental Laboratories		#REF!	#REF!
1005	339113	Surgical Appliance and Supplies Mfg.		#REF!	#REF!
1006	339113	Surgical Appliance and Supplies Mfg.		#REF!	#REF!
1007	339113	Surgical Appliance and Supplies Mfg.		#REF!	#REF!
1008	311221	Wet Corn Milling		#REF!	#REF!
1009	311221	Wet Corn Milling		#REF!	#REF!
1010	311221	Wet Corn Milling		#REF!	#REF!
1011	311224	Soybean and Other Oilseed Processing		#REF!	#REF!
1012	325611	Soap and Other Detergent Mfg.		#REF!	#REF!
1013	325611	Soap and Other Detergent Mfg.		#REF!	#REF!
1014	325611	Soap and Other Detergent Mfg.		#REF!	#REF!
1015	211112	Natural Gas Liquid Extraction		#REF!	#REF!
1016	324110	Petroleum Refineries		#REF!	#REF!
1017	324121	Asphalt Paving Mixture and Block Mfg.		#REF!	#REF!
1018	325212	Synthetic Rubber Mfg.		#REF!	#REF!
1019	332993	Ammunition (Except Small Arms) Mfg.		#REF!	#REF!
1020	332993	Ammunition (Except Small Arms) Mfg.		#REF!	#REF!
1021	332992	Small Arms Ammunition Mfg.		#REF!	#REF!
1022	325920	Explosives Mfg.		#REF!	#REF!
1023	325920	Explosives Mfg.		#REF!	#REF!
1024	325412	Pharmaceutical Preparation Mfg.		#REF!	#REF!
1025	325412	Pharmaceutical Preparation Mfg.		#REF!	#REF!
1026	311942	Spice and Extract Mfg.		#REF!	#REF!
1027	325413	In-Vitro Diagnostic Substance Mfg.		#REF!	#REF!
1028	311942	Spice and Extract Mfg.		#REF!	#REF!
1029	325411	Medicinal and Botanical Mfg.		#REF!	#REF!
1030	325130	Synthetic Dye and Pigment Mfg.		#REF!	#REF!
1031	325130	Synthetic Dye and Pigment Mfg.		#REF!	#REF!
1032	325613	Surface Active Agent Mfg.		#REF!	#REF!
1033	561710	Exterminating and Pest Control Services		#REF!	#REF!
1034	325414	Pharmaceutical Preparation Mfg.		#REF!	#REF!
1035	325414	Biological Product (Except Diagnostic) Mfg.		#REF!	#REF!
1036	325311	Nitrogenous Fertilizer Mfg.		#REF!	#REF!
1037	325311	Nitrogenous Fertilizer Mfg.		#REF!	#REF!
1038	325613	Surface Active Agent Mfg.		#REF!	#REF!
1039	325110	Petrochemical Mfg.		#REF!	#REF!
1040	325180	Other Basic Inorganic Chemical Mfg.		#REF!	#REF!
1041	325613	Surface Active Agent Mfg.		#REF!	#REF!
1042	325180	Other Basic Inorganic Chemical Mfg.		#REF!	#REF!
1043	325110	Petrochemical Mfg.		#REF!	#REF!
1044	325320	Pesticide and Other Agricultural Chemical Mfg.		#REF!	#REF!
1045	325320	Pesticide and Other Agricultural Chemical Mfg.		#REF!	#REF!
1046	325320	Pesticide and Other Agricultural Chemical Mfg.		#REF!	#REF!
1047	325320	Pesticide and Other Agricultural Chemical Mfg.		#REF!	#REF!
1048	325110	Petrochemical Mfg.		#REF!	#REF!
1049	325110	Petrochemical Mfg.		#REF!	#REF!
1050	325212	Synthetic Rubber Mfg.		#REF!	#REF!
1051	325613	Surface Active Agent Mfg.		#REF!	#REF!
1052	339920	Sporting and Athletic Goods Mfg.		#REF!	#REF!
1053	339920	Sporting and Athletic Goods Mfg.		#REF!	#REF!
1054	316998	All Other Leather Good and Allied Product Mfg.		#REF!	#REF!
1055	339920	Sporting and Athletic Goods Mfg.		#REF!	#REF!
1056	316998	All Other Leather Good and Allied Product Mfg.		#REF!	#REF!
1057	339920	Sporting and Athletic Goods Mfg.		#REF!	#REF!
1058	316998	All Other Leather Good and Allied Product Mfg.		#REF!	#REF!
1059	333316	Photographic and Photocopying Equipment Mfg.		#REF!	#REF!
1060	325992	"Photographic Film, Paper, Plate, and Chemical Mfg."		#REF!	#REF!
1061	238310	Drywall and Insulation Contractors		#REF!	#REF!
1062	238140	Masonry Contractors		#REF!	#REF!
1063	238140	Masonry Contractors		#REF!	#REF!
1064	238140	Masonry Contractors		#REF!	#REF!
1065	238140	Masonry Contractors		#REF!	#REF!
1066	238390	Other Building Finishing Contractors		#REF!	#REF!
1067	238910	Site Preparation Contractors		#REF!	#REF!
1068	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1069	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1070	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1071	238190	"Other Foundation, Structure, and Building Exterior Contractors"		#REF!	#REF!
1072	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1073	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1074	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1075	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1076	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1077	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1078	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1079	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1080	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1081	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1082	238290	Other Building Equipment Contractors		#REF!	#REF!
1083	238910	Site Preparation Contractors		#REF!	#REF!
1084	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1085	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1086	238390	Other Building Finishing Contractors		#REF!	#REF!
1087	541410	Interior Design Services		#REF!	#REF!
1088	238130	Framing Contractors		#REF!	#REF!
1089	238390	Other Building Finishing Contractors		#REF!	#REF!
1090	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1091	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1092	238390	Other Building Finishing Contractors		#REF!	#REF!
1093	238390	Other Building Finishing Contractors		#REF!	#REF!
1094	238390	Other Building Finishing Contractors		#REF!	#REF!
1095	238290	Other Building Equipment Contractors		#REF!	#REF!
1096	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1097	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1098	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1099	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1100	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1101	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1102	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1103	811310	Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance		#REF!	#REF!
1104	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1105	562991	Septic Tank and Related Services		#REF!	#REF!
1106	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1107	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1108	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1109	237130	Power and Communication Line and Related Structures Construction		#REF!	#REF!
1110	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1111	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1112	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1113	811310	Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance		#REF!	#REF!
1114	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1115	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1116	811212	Computer and Office Machine Repair and Maintenance		#REF!	#REF!
1117	811219	Other Electronic and Precision Equipment Repair and Maintenance		#REF!	#REF!
1118	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1119	811212	Computer and Office Machine Repair and Maintenance		#REF!	#REF!
1120	811490	Other Personal and Household Goods Repair and Maintenance		#REF!	#REF!
1121	811490	Other Personal and Household Goods Repair and Maintenance		#REF!	#REF!
1122	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
1123	454210	Vending Machine Operators		#REF!	#REF!
1124	454210	Vending Machine Operators		#REF!	#REF!
1125	454210	Vending Machine Operators		#REF!	#REF!
1126	811490	Other Personal and Household Goods Repair and Maintenance		#REF!	#REF!
1127	454210	Vending Machine Operators		#REF!	#REF!
1128	454210	Vending Machine Operators		#REF!	#REF!
1129	454210	Vending Machine Operators		#REF!	#REF!
1130	238190	"Other Foundation, Structure, and Building Exterior Contractors"		#REF!	#REF!
1131	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1132	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1133	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1134	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1135	238390	Other Building Finishing Contractors		#REF!	#REF!
1136	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1137	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1138	238190	"Other Foundation, Structure, and Building Exterior Contractors"		#REF!	#REF!
1139	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1140	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1141	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1142	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1143	238390	Other Building Finishing Contractors		#REF!	#REF!
1144	238910	Site Preparation Contractors		#REF!	#REF!
1145	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1146	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1147	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1148	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1149	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1150	238140	Masonry Contractors		#REF!	#REF!
1151	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1152	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1153	238140	Masonry Contractors		#REF!	#REF!
1154	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1155	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1156	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1157	238340	Tile and Terrazzo Contractors		#REF!	#REF!
1158	236220	Commercial and Institutional Building Construction		#REF!	#REF!
1159	236220	Commercial and Institutional Building Construction		#REF!	#REF!
1160	238130	Framing Contractors		#REF!	#REF!
1161	236116	New Multifamily Housing Construction (Except For-Sale Builders)		#REF!	#REF!
1162	238290	Building Equipment Contractors		#REF!	#REF!
1163	236220	Commercial and Institutional Building Construction		#REF!	#REF!
1164	236220	Commercial and Institutional Building Construction		#REF!	#REF!
1165	236210	Industrial Building Construction		#REF!	#REF!
1166	238130	Framing Contractors		#REF!	#REF!
1167	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1168	238130	Framing Contractors		#REF!	#REF!
1169	238170	Siding Contractors		#REF!	#REF!
1170	238130	Framing Contractors		#REF!	#REF!
1171	238910	Site Preparation Contractors		#REF!	#REF!
1172	238350	Finish Carpentry Contractors		#REF!	#REF!
1173	238330	Flooring Contractors		#REF!	#REF!
1174	238130	Framing Contractors		#REF!	#REF!
1175	238130	Framing Contractors		#REF!	#REF!
1176	238310	Drywall and Insulation Contractors		#REF!	#REF!
1177	238150	Glass and Glazing Contractors		#REF!	#REF!
1178	562910	Remediation Services		#REF!	#REF!
1179	562211	Hazardous Waste Treatment and Disposal		#REF!	#REF!
1180	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1181	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1182	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1183	238390	Other Building Finishing Contractors		#REF!	#REF!
1184	238330	Flooring Contractors		#REF!	#REF!
1185	238310	Drywall and Insulation Contractors		#REF!	#REF!
1186	238310	Drywall and Insulation Contractors		#REF!	#REF!
1187	238310	Drywall and Insulation Contractors		#REF!	#REF!
1188	238310	Drywall and Insulation Contractors		#REF!	#REF!
1189	238390	Other Building Finishing Contractors		#REF!	#REF!
1190	238320	Painting and Wall Covering Contractors		#REF!	#REF!
1191	238110	Poured Concrete Foundation and Structure Contractors		#REF!	#REF!
1192	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1193	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1194	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1195	237310	"Highway, Street, and Bridge Construction"		#REF!	#REF!
1196	238910	Site Preparation Contractors		#REF!	#REF!
1197	238910	Site Preparation Contractors		#REF!	#REF!
1198	238190	"Other Foundation, Structure, and Building Exterior Contractors"		#REF!	#REF!
1199	238390	Other Building Finishing Contractors		#REF!	#REF!
1200	238190	"Other Foundation, Structure, and Building Exterior Contractors"		#REF!	#REF!
1201	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1202	238120	Structural Steel and Precast Concrete Contractors		#REF!	#REF!
1203	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1204	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1205	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1206	238160	Roofing Contractors		#REF!	#REF!
1207	238160	Roofing Contractors		#REF!	#REF!
1208	238160	Roofing Contractors		#REF!	#REF!
1209	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1210	236220	Commercial and Institutional Builing Construction		#REF!	#REF!
1211	562119	Other Waste Collection		#REF!	#REF!
1212	488210	Support Activities for Rail Transportation		#REF!	#REF!
1213	561612	Security Guards and Patrol Services		#REF!	#REF!
1214	236118	Residential Remodelers		#REF!	#REF!
1215	236118	Residential Remodelers		#REF!	#REF!
1216	236115	New Single-Family Housing Construction (Except For-Sale Builders)		#REF!	#REF!
1217	236117	New Housing For-Sale Builders		#REF!	#REF!
1218	236116	New Multifamily Housing Construction (Except For-Sale Builders)		#REF!	#REF!
1219	236117	New Housing For-Sale Builders		#REF!	#REF!
1220	236118	Residential Remodelers		#REF!	#REF!
1221	238170	Siding Contractors		#REF!	#REF!
1222	238290	Other Building Equipment Contractors		#REF!	#REF!
1223	238990	All Other Specialty Trade Contractors		#REF!	#REF!
1224	561491	Repossession Services		#REF!	#REF!
1225	325412	Pharmaceutical Preparation Mfg.		#REF!	#REF!
1226	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1227	238910	Site Preparation Contractors		#REF!	#REF!
1228	238910	Site Preparation Contractors		#REF!	#REF!
1229	238910	Site Preparation Contractors		#REF!	#REF!
1230	238910	Site Preparation Contractors		#REF!	#REF!
1231	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1232	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1233	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1234	238910	Site Preparation Contractors		#REF!	#REF!
1235	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1236	213113	Support Activities for Coal Mining		#REF!	#REF!
1237	213114	Dredging: Gold--Endless Bucket or Ladder Type		#REF!	#REF!
1238	213115	Support Activities for Nonmetallic Minerals (Except Fuels) Mining		#REF!	#REF!
1239	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1240	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1241	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1242	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1243	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1244	211112	Natural Gas Liquid Extraction		#REF!	#REF!
1245	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1246	238910	Site Preparation Contractors		#REF!	#REF!
1247	238910	Site Preparation Contractors		#REF!	#REF!
1248	238910	Site Preparation Contractors		#REF!	#REF!
1249	238910	Site Preparation Contractors		#REF!	#REF!
1250	238910	Site Preparation Contractors		#REF!	#REF!
1251	238910	Site Preparation Contractors		#REF!	#REF!
1252	238910	Site Preparation Contractors		#REF!	#REF!
1253	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1254	238220	"Plumbing, Heating, and Air Conditioning Contractors"		#REF!	#REF!
1255	237120	Oil and Gas Pipeline and Related Structures Construction		#REF!	#REF!
1256	237120	Oil and Gas Pipeline and Related Structures Construction		#REF!	#REF!
1257	237120	Oil and Gas Pipeline and Related Structures Construction		#REF!	#REF!
1258	237120	Oil and Gas Pipeline and Related Structures Construction		#REF!	#REF!
1259	213111	Drilling Oil and Gas Wells		#REF!	#REF!
1260	213111	Drilling Oil and Gas Wells		#REF!	#REF!
1261	213111	Drilling Oil and Gas Wells		#REF!	#REF!
1262	213111	Drilling Oil and Gas Wells		#REF!	#REF!
1263	213111	Drilling Oil and Gas Wells		#REF!	#REF!
1264	213112	Support Activities for Oil and Gas Operations		#REF!	#REF!
1265	541360	Geophysical Surveying and Mapping Services		#REF!	#REF!
1266	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1267	238910	Site Preparation Contractors		#REF!	#REF!
1268	238910	Site Preparation Contractors		#REF!	#REF!
1269	238910	Site Preparation Contractors		#REF!	#REF!
1270	238910	Site Preparation Contractors		#REF!	#REF!
1271	237990	Other Heavy and Civil Engineering Construction		#REF!	#REF!
1272	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1273	237120	Oil and Gas Pipeline and Related Structures Construction		#REF!	#REF!
1274	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1275	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1276	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
1277	237110	Water and Sewer Line and Related Structures Construction		#REF!	#REF!
