idnaicsLookup,naicsCode,naicsName
1225,325412,Pharmaceutical Preparation Mfg.
1226,237990,Other Heavy and Civil Engineering Construction
1227,238910,Site Preparation Contractors
1228,238910,Site Preparation Contractors
1229,238910,Site Preparation Contractors
1230,238910,Site Preparation Contractors
1231,237990,Other Heavy and Civil Engineering Construction
1232,237990,Other Heavy and Civil Engineering Construction
1233,237990,Other Heavy and Civil Engineering Construction
1234,238910,Site Preparation Contractors
1235,237990,Other Heavy and Civil Engineering Construction
1236,213113,Support Activities for Coal Mining
1237,213114,Dredging: Gold--Endless Bucket or Ladder Type
1238,213115,Support Activities for Nonmetallic Minerals (Except Fuels) Mining
1239,237110,Water and Sewer Line and Related Structures Construction
1240,213112,Support Activities for Oil and Gas Operations
1241,213112,Support Activities for Oil and Gas Operations
1242,213112,Support Activities for Oil and Gas Operations
1243,213112,Support Activities for Oil and Gas Operations
1244,211112,Natural Gas Liquid Extraction
1245,213112,Support Activities for Oil and Gas Operations
1246,238910,Site Preparation Contractors
1247,238910,Site Preparation Contractors
1248,238910,Site Preparation Contractors
1249,238910,Site Preparation Contractors
1250,238910,Site Preparation Contractors
1251,238910,Site Preparation Contractors
1252,238910,Site Preparation Contractors
1253,237110,Water and Sewer Line and Related Structures Construction
1254,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1255,237120,Oil and Gas Pipeline and Related Structures Construction
1256,237120,Oil and Gas Pipeline and Related Structures Construction
1257,237120,Oil and Gas Pipeline and Related Structures Construction
1258,237120,Oil and Gas Pipeline and Related Structures Construction
1259,213111,Drilling Oil and Gas Wells
1260,213111,Drilling Oil and Gas Wells
1261,213111,Drilling Oil and Gas Wells
1262,213111,Drilling Oil and Gas Wells
1263,213111,Drilling Oil and Gas Wells
1264,213112,Support Activities for Oil and Gas Operations
1265,541360,Geophysical Surveying and Mapping Services
1266,237990,Other Heavy and Civil Engineering Construction
1267,238910,Site Preparation Contractors
1268,238910,Site Preparation Contractors
1269,238910,Site Preparation Contractors
1270,238910,Site Preparation Contractors
1271,237990,Other Heavy and Civil Engineering Construction
1272,237110,Water and Sewer Line and Related Structures Construction
1273,237120,Oil and Gas Pipeline and Related Structures Construction
1274,237110,Water and Sewer Line and Related Structures Construction
1275,237110,Water and Sewer Line and Related Structures Construction
1276,237110,Water and Sewer Line and Related Structures Construction
1277,237110,Water and Sewer Line and Related Structures Construction
1278,237130,Power and Communication Line and Related Structures Construction
1279,238990,All Other Specialty Trade Contractors
1280,311911,Roasted Nuts and Peanut Butter Mfg.
1281,311919,Other Snack Food Mfg.
1282,311422,Specialty Canning
1283,311422,Specialty Canning
1284,311999,All Other Misc. Food Mfg.
1285,311999,All Other Misc. Food Mfg.
1286,311920,Coffee and Tea Mfg.
1287,311999,All Other Misc. Food Mfg.
1288,311824,"Dry Pasta, Dough, and Flour Mixes Mfg. from Purchased Flour"
1289,311999,All Other Misc. Food Mfg.
1290,311412,Frozen Specialty Food Mfg.
1291,311999,All Other Misc. Food Mfg.
1292,311999,All Other Misc. Food Mfg.
1293,311999,All Other Misc. Food Mfg.
1294,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Mfg."
1295,311911,Roasted Nuts and Peanut Butter Mfg.
1296,311991,Perishable Prepared Food Mfg.
1297,311942,Spice and Extract Mfg.
1298,311830,Tortilla Mfg.
1299,311999,All Other Misc. Food Mfg.
1300,237990,Other Heavy and Civil Engineering Construction
1301,237990,Other Heavy and Civil Engineering Construction
1302,237990,Other Heavy and Civil Engineering Construction
1303,336612,Boat Building
1304,336612,Boat Building
1305,336612,Boat Building
1306,336612,Boat Building
1307,713930,Marinas
1308,336612,Boat Building
1309,713930,Marinas
1310,713930,Marinas
1311,336611,Ship Building and Repairing
1312,336611,Ship Building and Repairing
1313,336611,Ship Building and Repairing
1314,483211,Inland Water Freight Transportation
1315,488390,Other Support Activities for Water Transportation
1316,336611,Ship Building and Repairing
1317,238320,Painting and Wall Covering Contractors
1318,488390,Other Support Activities for Water Transportation
1319,483211,Inland Water Freight Transportation
1320,488390,Other Support Activities for Water Transportation
1321,336611,Ship Building and Repairing
1322,238320,Painting and Wall Covering Contractors
1323,488390,Other Support Activities for Water Transportation
1324,483113,Coastal and Great Lakes Freight Transportation
1325,483114,Coastal and Great Lakes Passenger Transportation
1326,483111,Deep Sea Freight Transportation
1327,483112,Deep Sea Passenger Transportation
1328,114111,Finfish Fishing
1329,114119,Other Marine Fishing
1330,114112,Shellfish Fishing
1331,488390,Other Support Activities for Water Transportation
1332,488390,Other Support Activities for Water Transportation
1333,483113,Coastal and Great Lakes Freight Transportation
1334,483114,Coastal and Great Lakes Passenger Transportation
1335,483111,Deep Sea Freight Transportation
1336,483112,Deep Sea Passenger Transportation
1337,114111,Finfish Fishing
1338,114112,Shellfish Fishing
1339,488390,Other Support Activities for Water Transportation
1340,483212,Inland Water Passenger Transportation
1341,487210,"Scenic and Sightseeing Transportation, Water"
1342,487210,"Scenic and Sightseeing Transportation, Water"
1343,483211,Inland Water Freight Transportation
1344,483113,Coastal and Great Lakes Freight Transportation
1345,483114,Coastal and Great Lakes Passenger Transportation
1346,483111,Deep Sea Freight Transportation
1347,483112,Deep Sea Passenger Transportation
1348,114111,Finfish Fishing
1349,114112,Shellfish Fishing
1350,488390,Other Support Activities for Water Transportation
1351,483212,Inland Water Passenger Transportation
1352,487210,"Scenic and Sightseeing Transportation, Water"
1353,487210,"Scenic and Sightseeing Transportation, Water"
1354,483212,Inland Water Passenger Transportation
1355,487210,"Scenic and Sightseeing Transportation, Water"
1356,483211,Inland Water Freight Transportation
1357,483211,Inland Water Freight Transportation
1358,482112,Short Line Railroads
1359,482111,Line-Haul Railroads
1360,482111,Line-Haul Railroads
1361,482112,Short Line Railroads
1362,484230,"Specialized Freight (Except Used Goods) Trucking, Long Distance"
1363,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1364,488410,Motor Vehicle Towing
1365,327320,Ready-Mix Concrete Mfg.
1366,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1367,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1368,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1369,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1370,484110,"General Freight Trucking, Local"
1371,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1372,484220,"Specialized Freight (Except Used Goods) Trucking, Local"
1373,488410,Motor Vehicle Towing
1374,484121,"General Freight Trucking, Long-Distance, Truckload"
1375,484230,"Specialized Freight (Except Used Goods) Trucking, Long Distance"
1376,484230,"Specialized Freight (Except Used Goods) Trucking, Long-Distance"
1377,484230,"Specialized Freight (Except Used Goods) Trucking, Long-Distance"
1378,484230,"Specialized Freight (Except Used Goods) Trucking, Long Distance"
1379,484122,"General Freight Trucking, Long Distance, Less Than Truckload"
1380,492210,Local Messengers and Local Delivery
1381,492110,Courier and Express Delivery Services
1382,491110,Postal Service
1383,488320,Marine Cargo Handling
1384,488991,Packing and Crating
1385,488310,Port and Harbor Operations
1386,488310,Port and Harbor Operations
1387,488310,Port and Harbor Operations
1388,488320,Marine Cargo Handling
1389,488320,Marine Cargo Handling
1390,237990,Other Heavy and Civil Engineering Construction
1391,237990,Other Heavy and Civil Engineering Construction
1392,237990,Other Heavy and Civil Engineering Construction
1393,488991,Packing and Crating
1394,488991,Packing and Crating
1395,488999,All Other Support Activities for Transportation
1396,488991,Packing and Crating
1397,488999,All Other Support Activities for Transportation
1398,485320,Limousine Service
1399,485310,Taxi Service
1400,485999,All Other Transit and Ground Transportation
1401,424990,Other Misc. Nondurable Goods Merchant Wholesalers
1402,561990,All Other Support Services
1403,511110,Newspaper Publishers
1404,485410,School and Employee Bus Transportation
1405,485113,Bus and Other Motor Vehicle Transit Systems
1406,485510,Charter Bus Industry
1407,485210,Interurban and Rural Bus Transportation
1408,485320,Limousine Service
1409,485111,Mixed Mode Transit Systems
1410,485991,Special Needs Transportation
1411,485112,Commuter Rail Systems
1412,487110,"Scenic and Sightseeing Transportation, Land"
1413,485119,Other Urban Transit Systems
1414,424810,Beer and Ale Merchant Wholesalers
1415,488999,All Other Support Activities for Transportation
1416,561491,Repossession Services
1417,488330,Navigational Services to Shipping
1418,488999,All Other Support Activities for Transportation
1419,561491,Repossession Services
1420,488330,Navigational Services to Shipping
1421,488999,All Other Support Activities for Transportation
1422,561491,Repossession Services
1423,488330,Navigational Services to Shipping
1424,488111,Air Traffic Control
1425,115112,"Soil Preparation, Planting, and Cultivating"
1426,481111,Scheduled Passenger Air Transportation
1427,488190,Other Support Activities for Air Transportation
1428,488119,Other Airport Operations
1429,488119,Other Airport Operations
1430,611512,Flight Training
1431,481219,Other Nonscheduled Air Transportation
1432,488190,Other Support Activities for Air Transportation
1433,481111,Scheduled Passenger Air Transportation
1434,481112,Scheduled Freight Air Transportation
1435,115112,"Soil Preparation, Planting, and Cultivating"
1436,115310,Support Activities for Forestry
1437,713990,All Other Amusement and Recreation Industries
1438,487990,"Scenic and Sightseeing Transportation, Other"
1439,487990,"Scenic and Sightseeing Transportation, Other"
1440,487990,"Scenic and Sightseeing Transportation, Other"
1441,481219,Other Nonscheduled Air Transportation
1442,611512,Flight Training
1443,487990,"Scenic and Sightseeing Transportation, Other"
1444,481111,Scheduled Passenger Air Transportation
1445,481212,Nonscheduled Chartered Freight Air Transportation
1446,481211,Nonscheduled Chartered Passenger Air Transportation
1447,221210,Natural Gas Distribution
1448,454310,Fuel Dealers
1449,221210,Natural Gas Distribution
1450,486210,Pipeline Transportation of Natural Gas
1451,486910,Pipeline Transportation of Refined Petroleum Products
1452,486110,Pipeline Transportation of Crude Oil
1453,486990,All Other Pipeline Transportation
1454,486990,All Other Pipeline Transportation
1455,221310,Water Supply and Irrigation Systems
1456,237130,Power and Communication Line and Related Structures Construction
1457,237130,Power and Communication Line and Related Structures Construction
1458,237130,Power and Communication Line and Related Structures Construction
1459,221117,Biomass Electric Power Generation
1460,221121,Electric Bulk Power Transmission and Control
1461,221122,Electric Power Distribution
1462,221118,Other Electric Power Generation
1463,221112,Fossil Fuel Electric Power Generation
1464,221116,Geothermal Electric Power Generation
1465,221116,Geothermal Electric Power Generation
1466,221111,Hydroelectric Power Generation
1467,221114,Solar Electric Power Generation
1468,221330,Steam and Air Conditioning Supply
1469,221115,Wind Electric Power Generation
1470,221115,Wind Electric Power Generation
1471,221118,Other Electric Power Generation
1472,221320,Sewage Treatment Facilities
1473,562219,Other Nonhazardous Waste Treatment and Disposal
1474,562213,Solid Waste Combustors and Incinerators
1475,562212,Solid Waste Landfill
1476,519130,Internet Publishing and Broadcasting and Web Search Portals
1477,237130,Power and Communication Line and Related Structures Construction
1478,517410,Satellite Telecommunications
1479,517110,Wired Telecommunications Carriers
1480,517919,Telecommunications NOC
1481,517911,Telecommunications Resellers
1482,237130,Power and Communication Line and Related Structures Construction
1483,237130,Power and Communication Line and Related Structures Construction
1484,237130,Power and Communication Line and Related Structures Construction
1485,237130,Power and Communication Line and Related Structures Construction
1486,517210,Wireless Telecommunications Carriers (Except Satellite)
1487,561621,Security Systems Services (Except Locksmiths)
1488,561790,Other Services to Buildings and Dwellings
1489,515210,Cable and Other Subscription Programming
1490,512110,Motion Picture and Video Production
1491,519110,News Syndicates
1492,515112,Radio Stations
1493,515111,Radio Stations
1494,515120,Television Broadcasting
1495,621910,Ambulance Services
1496,621910,Ambulance Services
1497,115310,Support Activities for Forestry
1498,922160,Fire Protection
1499,922160,Fire Protection
1500,922160,Fire Protection
1501,922160,Fire Protection
1502,115310,Support Activities for Forestry
1503,561621,Security Systems Services (Except Locksmiths)
1504,561613,Armored Car Services
1505,561611,Investigation Services
1506,561612,Security Guards and Patrol Services
1507,561210,Facilities Support Services
1508,623990,Other Residential Care Facilities
1509,922140,Correctional Institutions
1510,922120,Police Protection
1511,922120,Police Protection
1512,561612,Security Guards and Patrol Services
1513,113110,Timber Tract Operations
1514,237990,Other Heavy and Civil Engineering Construction
1515,424930,"Flower, Nursery Stock, and Florists Supplies Merchant Wholesalers"
1516,453110,Florists
1517,532111,Passenger Car Rental
1518,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1519,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1520,445292,Confectionery and Nut Stores
1521,445299,All Other Specialty Food Stores
1522,447110,Gasoline Stations with Convenience Stores
1523,454390,Other Direct Selling Establishments
1524,452990,All Other General Merchandise Stores
1525,722515,Snack and Nonalcoholic Beverage Bars
1526,445299,All Other Specialty Food Stores
1527,445120,Convenience Stores
1528,445299,All Other Specialty Food Stores
1529,722515,Snack and Nonalcoholic Beverage Bars
1530,445299,All Other Specialty Food Stores
1531,445230,Fruit and Vegetable Markets
1532,445110,Supermarkets and Other Grocery (Except Convenience) Stores
1533,445299,All Other Specialty Food Stores
1534,448130,Childrens and Infants Clothing Stores
1535,448150,Clothing Accessories Stores
1536,448140,Family Clothing Stores
1537,448110,Mens Clothing Stores
1538,451130,"Sewing, Needlewoork, and Piece Goods Stores"
1539,448140,Family Clothing Stores
1540,452990,All Other General Merchandise Stores
1541,448210,Shoe Stores
1542,452990,All Other General Merchandise Stores
1543,448120,Womens Clothing Stores
1544,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
1545,532292,Recreational Goods Rental
1546,451110,Sporting Goods Stores
1547,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
1548,423710,Hardware Merchant Wholesalers
1549,561621,Security Systems Services (Except Locksmiths)
1550,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
1551,561622,Locksmiths
1552,423740,Refrigeration Equipment and Supplies Merchant Wholesalers
1553,424910,Farm Supplies Merchant Wholesalers
1554,424910,Farm Supplies Merchant Wholesalers
1555,423710,Hardware Merchant Wholesalers
1556,444210,Outdoor Power Equipment Stores
1557,443142,Electronics Stores
1558,444130,Hardware Stores
1559,423860,Transportation Equipment and Supplies (Except Motor Vehicles) Merchant Wholesalers
1560,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
1561,532310,General Rental Centers
1562,339910,Jewelry and Silverware Mfg.
1563,423460,Ophthalmic Goods Merchant Wholesalers
1564,446130,Optical Goods Stores
1565,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
1566,446199,All Other Health and Personal Care Stores
1567,448310,Jewelry Stores
1568,561439,Other Business Service Centers (Including Copy Shops)
1569,561439,Other Business Service Centers (Including Copy Shops)
1570,713120,Amusement Arcades
1571,452990,All Other General Merchandise Stores
1572,453920,Art Dealers
1573,453920,Art Dealers
1574,561990,All Other Support Services
1575,453998,All Other Misc. Store Retailers (Except Tobacco Stores)
1576,445291,Baked Goods Stores
1577,532292,Recreational Goods Rental
1578,445310,"Beer, Wine, and Liquor Stores"
1579,443142,Electronics Stores
1580,443142,Electronics Stores
1581,532310,General Rental Centers
1582,453220,"Gift, Novelty, and Souvenir Stores"
1583,812990,All Other Personal Services
1584,812990,All Other Personal Services
1585,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
1586,453998,All Other Misc. Store Retailers (Except Tobacco Stores)
1587,561320,Temporary Help Services
1588,446191,Food (Health) Supplement Stores
1589,532220,Formal Wear and Costume Rental
1590,453220,"Gift, Novelty, and Souvenir Stores"
1591,453220,"Gift, Novelty, and Souvenir Stores"
1592,532292,Recreational Goods Rental
1593,811490,Other Personal and Household Goods Repair and Maintenance
1594,812320,Drycleaning and Laundry Services (Except Coin-Operated)
1595,451120,"Hobby, Toy, and Game Stores"
1596,532291,Home Health Equipment Rental
1597,812310,Coin-Operated Laundries and Drycleaners
1598,451212,News Dealers and Newsstands
1599,442299,All Other Home Furnishings Stores
1600,522298,All Other Nondepository Credit Intermediation
1601,811430,Footwear and Leather Goods Repair
1602,811430,Footwear and Leather Goods Repair
1603,453998,All Other Misc. Store Retailers (Except Tobacco Stores)
1604,442210,Floor Covering Stores
1605,443142,Electronics Stores
1606,444190,Other Building Material Dealers
1607,453210,Office Supplies and Stationery Stores
1608,453910,Pet and Pet Supplies Stores
1609,445310,"Beer, Wine, and Liquor Stores"
1610,452990,All Other General Merchandise Stores
1611,442210,Floor Covering Stores
1612,448320,Luggage and Leather Goods Stores
1613,444120,Paint and Wallpaper Stores
1614,453998,All Other Misc. Store Retailers (Except Tobacco Stores)
1615,452990,All Other General Merchandise Stores
1616,451110,Sporting Goods Stores
1617,448190,Other Clothing Stores
1618,532310,General Rental Centers
1619,453991,Tobacco Stores
1620,451120,"Hobby, Toy, and Game Stores"
1621,453310,Used Merchandise Stores
1622,452990,All Other General Merchandise Stores
1623,444120,Paint and Wallpaper Stores
1624,442291,Window Treatment Stores
1625,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
1626,424210,Drugs and Druggists' Sundries Merchant Wholesalers
1627,425110,Business to Business Electronic Markets
1628,424690,Other Chemical and Allied Products Merchant Wholesalers
1629,424450,Confectionery Merchant Wholesalers
1630,424440,Poultry and Poultry Product Merchant Wholesalers
1631,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
1632,454112,Electronic Auctions
1633,454111,Electronic Shopping
1634,561910,Packaging and Labeling Services
1635,423440,Other Commercial Equipment Merchant Wholesalers
1636,424420,Packaged Frozen Food Merchant Wholesalers
1637,423220,Home Furnishing Merchant Wholesalers
1638,423840,Industrial Supplies Merchant Wholesalers
1639,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
1640,452990,All Other General Merchandise Stores
1641,423690,Other Electronic Parts and Equipment Merchant Wholesalers
1642,423420,Office Equipment Merchant Wholesalers
1643,561910,Packaging and Labeling Services
1644,424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
1645,424130,Industrial and Personal Service Paper Merchant Wholesalers
1646,423410,Photographic Equipment and Supplies Merchant Wholesalers
1647,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
1648,424110,Printing and Writing Paper Merchant Wholesalers
1649,423490,Other Professional Equipment and Supplies Merchant Wholesalers
1650,454113,Mail Order Houses
1651,424490,Other Grocery and Related Products Merchant Wholesalers
1652,423690,Other Electronic Parts and Equipment Merchant Wholesalers
1653,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
1654,424120,Stationery and Office Supplies Merchant Wholesalers
1655,423430,Computer and Computer Peripheral Equipment And Saftware Merchant Wholesalers
1656,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
1657,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
1658,423390,Other Construction Material Merchant Wholesalers
1659,424480,Fresh Fruit and Vegetable Merchant Wholesalers
1660,424410,General Line Grocery Merchant Wholesalers
1661,424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
1662,453910,Pet and Pet Supplies Stores
1663,424480,Fresh Fruit and Vegetable Merchant Wholesalers
1664,424990,Other Misc. Nondurable Goods Merchant Wholesalers
1665,424940,Tobacco and Tobacco Product Merchant Wholesalers
1666,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers
1667,423990,Other Misc. Durable Goods Merchant Wholesalers
1668,425120,Wholesale Trade Agents and Brokers
1669,424460,Fish and Seafood Merchant Wholesalers
1670,424470,Meat and Meat Product Merchant Wholesalers
1671,424440,Poultry and Poultry Product Merchant Wholesalers
1672,493120,Refrigerated Warehousing and Storage
1673,445220,Fish and Seafood Markets
1674,445210,Meat Markets
1675,424320,Mens and Boys Clothing and Furnishings Merchant Wholesalers
1676,424330,"Womens, Childrens, and Infants Clothing and Accessories Merchant Wholesalers"
1677,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
1678,424340,Footwear Merchant Wholesalers
1679,445110,Supermarkets and Other Grocery (Except Convenience) Stores
1680,445110,Supermarkets and Other Grocery (Except Convenience) Stores
1681,452910,Warehouse Clubs and Supercenters
1682,452111,Department Stores (Except Discount Department Stores)
1683,452111,Department Stores (Except Discount Department Stores)
1684,452112,Discount Department Stores
1685,532210,Consumer Electronics and Appliances Rental
1686,423210,Furniture Merchant Wholesalers
1687,532299,All Other Consumer Goods Rental
1688,442110,Furniture Stores
1689,423210,Furniture Merchant Wholesalers
1690,451140,Musical Instrument and Supplies Stores
1691,442110,Furniture Stores
1692,442110,Furniture Stores
1693,443141,Household Appliance Stores
1694,443141,Household Appliance Stores
1695,446110,Pharmacies and Drug Stores
1696,446110,Pharmacies and Drug Stores
1697,423110,Automobile and Other Motor Vehicle Merchant Wholesalers
1698,423140,Motor Vehicle Parts (Used) Merchant Wholesalers
1699,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers
1700,441310,Automotive Parts and Accessories Stores
1701,423130,Tire and Tube Merchant Wholesalers
1702,454113,Mail Order Houses
1703,424210,Drugs and Druggists Sundries Merchant Wholesalers
1704,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
1705,444190,Other Building Material Dealers
1706,423390,Other Construction Material Merchant Wholesalers
1707,444110,Home Centers
1708,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
1709,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
1710,451211,Book Stores
1711,451140,Musical Instrument and Supplies Stores
1712,451211,Book Stores
1713,532230,Video Tape and Disc Rental
1714,443142,Electronics Stores
1715,115114,Postharvest Crop Activities (Except Cotton Ginning)
1716,115114,Postharvest Crop Activities (Except Cotton Ginning)
1717,444220,"Nursery, Garden Center, and Farm Supply Stores"
1718,424510,Grain and Field Bean Merchant Wholesalers
1719,424510,Grain and Field Bean Merchant Wholesalers
1720,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
1721,424590,Other Farm Product Raw Material Merchant Wholesalers
1722,424590,Other Farm Product Raw Material Merchant Wholesalers
1723,423930,Recyclable Material Merchant Wholesalers
1724,424590,Other Farm Product Raw Material Merchant Wholesalers
1725,424330,"Womens, Childrens, and Infants Clothing and Accessories Merchant Wholesalers"
1726,453998,All Other Misc. Store Retailers (Except Tobacco Stores)
1727,423390,Other Construction Material Merchant Wholesalers
1728,423510,Metal Service Centers and Other Metal Merchant Wholesalers
1729,423830,Industrial Machinery and Equipment Merchant Wholesalers
1730,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1731,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1732,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1733,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1734,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1735,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1736,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1737,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1738,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1739,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1740,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1741,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1742,423810,Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers
1743,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1744,423810,Construction and Mining (Except Oil Well) Machinery and Equipment Merchant Wholesalers
1745,423830,Industrial Machinery and Equipment Merchant Wholesalers
1746,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1747,423830,Industrial Machinery and Equipment Merchant Wholesalers
1748,532420,Office Machinery and Equipment Rental and Leasing
1749,444190,Other Building Material Dealers
1750,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
1751,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
1752,424490,Other Grocery and Related Products Merchant Wholesalers
1753,424990,Other Misc. Nondurable Goods Merchant Wholesalers
1754,312113,Ice Mfg.
1755,423930,Recyclable Material Merchant Wholesalers
1756,423830,Industrial Machinery and Equipment Merchant Wholesalers
1757,115114,Postharvest Crop Activities (Except Cotton Ginning)
1758,424910,Farm Supplies Merchant Wholesalers
1759,424510,Grain and Field Bean Merchant Wholesalers
1760,493190,Other Warehousing and Storage
1761,493190,Other Warehousing and Storage
1762,444190,Other Building Material Dealers
1763,444190,Other Building Material Dealers
1764,444190,Other Building Material Dealers
1765,454310,Fuel Dealers
1766,444110,Home Centers
1767,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
1768,423520,Coal and Other Mineral and Ore Merchant Wholesalers
1769,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
1770,423930,Recyclable Material Merchant Wholesalers
1771,423930,Recyclable Material Merchant Wholesalers
1772,423930,Recyclable Material Merchant Wholesalers
1773,562920,Materials Recovery Facilities
1774,562920,Materials Recovery Facilities
1775,423930,Recyclable Material Merchant Wholesalers
1776,423930,Recyclable Material Merchant Wholesalers
1777,423930,Recyclable Material Merchant Wholesalers
1778,423930,Recyclable Material Merchant Wholesalers
1779,423930,Recyclable Material Merchant Wholesalers
1780,112920,Horses and Other Equine Production
1781,112920,Horses and Other Equine Production
1782,713990,All Other Amusement and Recreation Industries
1783,713990,All Other Amusement and Recreation Industries
1784,713990,All Other Amusement and Recreation Industries
1785,115210,Support Activities for Animal Production
1786,711212,Racetracks
1787,711212,Racetracks
1788,713990,All Other Amusement and Recreation Industries
1789,112920,Horses and Other Equine Production
1790,424520,Livestock Merchant Wholesalers
1791,112112,Cattle Feedlots
1792,424520,Livestock Merchant Wholesalers
1793,424520,Livestock Merchant Wholesalers
1794,424520,Livestock Merchant Wholesalers
1795,424520,Livestock Merchant Wholesalers
1796,112112,Cattle Feedlots
1797,493120,Refrigerated Warehousing and Storage
1798,493120,Refrigerated Warehousing and Storage
1799,493110,General Warehousing and Storage
1800,493110,General Warehousing and Storage
1801,493110,General Warehousing and Storage
1802,484210,Used Household and Office Goods Moving
1803,484210,Used Household and Office Goods Moving
1804,493130,Farm Product Warehousing and Storage
1805,424690,Other Chemical and Allied Products Merchant Wholesalers
1806,454310,Fuel Dealers
1807,454310,Fuel Dealers
1808,454310,Fuel Dealers
1809,454310,Fuel Dealers
1810,454310,Fuel Dealers
1811,454310,Fuel Dealers
1812,424710,Petroleum Bulk Stations and Terminals
1813,424720,Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals)
1814,237310,"Highway, Street, and Bridge Construction"
1815,423850,Service Establishment Equipment and Supplies Merchant Wholesalers
1816,811198,All Other Automotive Repair and Maintenance
1817,811192,Car Washes
1818,447190,Other Gasoline Stations
1819,532112,Passenger Car Leasing
1820,811113,Automotive Transmission Repair
1821,811191,Automotive Oil Change and Lubrication Shops
1822,811111,General Automotive Repair
1823,441110,New Car Dealers
1824,441110,New Car Dealers
1825,811192,Car Washes
1826,811112,Automotive Exhaust System Repair
1827,811122,Automotive Glass Replacement Shops
1828,447190,Other Gasoline Stations
1829,453930,Manufactured (Mobile) Home Dealers
1830,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
1831,441320,Tire Dealers
1832,326212,Tire Retreading
1833,447190,Other Gasoline Stations
1834,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1835,447190,Other Gasoline Stations
1836,621910,Ambulance Services
1837,532111,Passenger Car Rental
1838,485113,Bus and Other Motor Vehicle Transit Systems
1839,485320,Limousine Service
1840,485112,Commuter Rail Systems
1841,485310,Taxi Service
1842,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1843,812930,Parking Lots and Garages
1844,812930,Parking Lots and Garages
